archetype,deck,list_id,source,date,event,pilot,camp,category,confidence,regime,origin,verifier,verdict,reason,verifier_reason
blink,Esper Blink,modern-challenge-64-2026-08-2512852776#SorryImSoTilted,mtgo,2026-08-25,Modern Challenge 64,SorryImSoTilted,esper,false-negative,high,post,pass2,keep,"out: the four creatures together are the deck, not a signal from one","angle 1: 3rd place. Esper Blink with Phelia cut for 4 Emperor of Bones: 4 Flickerwisp, 4 Overlord, 4 Witch Enchanter, 3 Ephemerate, 4 Solitude, 4 Thoughtseize, 4 Fatal Push, 4 Riddler, 3 Teferi; core overlap 0.96. The same mainboard as 10301 and 23680. Proposed rule: Drop Phelia from the Blink signature: moves exactly 3 (10291, 10301, 23680), 0 members out. Combined option: signature Overlord of the Balemurk plus Witch Enchanter moves 12 (11 store, 1 paper), 0 out.","angle 1 verifier: Re-read: 3rd place, 4 Flickerwisp, 4 Overlord, 4 Witch Enchanter, 4 Emperor of Bones, 3 Ephemerate, 4 Solitude, 4 Thoughtseize, 4 Fatal Push, 4 Riddler, 3 Teferi, no Phelia; core overlap 0.96 reproduced. Dropping Phelia from the signature moves exactly 3 in (10291, 10301, 23680), 0 out, as measured; the combined Overlord plus Witch Enchanter signature moves 12 in (11 store, 1 paper), 0 out, as measured."
blink,Esper Blink,modern-challenge-64-2026-08-2712853171#_Batutinha_,mtgo,2026-08-27,Modern Challenge 64,_Batutinha_,esper,false-negative,high,post,pass2,keep,"out: the four creatures together are the deck, not a signal from one","angle 1: 7th place, card for card 10291's mainboard: 4 Flickerwisp, 4 Overlord, 4 Witch Enchanter, 4 Emperor of Bones, 3 Ephemerate, 4 Solitude, no Phelia. Proposed rule: Drop Phelia from the Blink signature: moves exactly 3, 0 members out.","angle 1 verifier: Mainboard card for card 10291 (verified), 7th place, no Phelia; rule moves exactly 3, 0 out."
blink,Esper Blink,modern-showcase-challenge-2026-08-2912853163#DelverFofoqueiro,mtgo,2026-08-29,Modern Showcase Challenge,DelverFofoqueiro,esper,false-negative,high,post,pass2,keep,"out: the four creatures together are the deck, not a signal from one","angle 1: 20th at the Showcase, the same Phelia-less mainboard as 10291 and 10301 (4 Flickerwisp, 4 Overlord, 4 Witch Enchanter, 4 Emperor of Bones, 3 Ephemerate, 4 Solitude). Proposed rule: Drop Phelia from the Blink signature: moves exactly 3, 0 members out.","angle 1 verifier: Mainboard card for card 10291 and 10301 (verified), 20th at the Showcase, no Phelia; rule moves exactly 3, 0 out."
blink,Esper Blink,modern-league-2026-09-0110983#SuperCow12653,mtgo,2026-09-01,Modern League,SuperCow12653,orzhov,false-negative,medium,post,pass2,keep,"in: under five off-colour cards, lands excluded, and no playset is a splash","angle 1: All four creatures, 3 Ephemerate, 4 Solitude, 4 Thoughtseize, 4 White Orchid Phantom, 2 Ketramose, tripped by one Sacred Foundry with no red card in the 75; the pilot's 10534 is a pass-one-cleared member. Proposed rule: Off_colour read only at 3 or more source copies: moves exactly 6 store lists, 0 paper, 0 members out.","angle 1 verifier: Re-read: 61 cards, all four creatures (4, 3, 4, 4), 3 Ephemerate, 4 Solitude, 4 Thoughtseize, 4 White Orchid Phantom, 2 Ketramose; 1 Sacred Foundry, no red card in the 75 (side: High Noon, Surgical, Wrath, Clarion, Bauble, Elesh Norn). Floor-3 rule verified as above."
blink,Esper Blink,modern-league-2026-09-0310983#Xcuchep,mtgo,2026-09-03,Modern League,Xcuchep,esper,false-negative,medium,post,pass2,keep,"out: the four creatures together are the deck, not a signal from one","angle 1: Identical mainboard to 21446 (4 Phelia, 4 Overlord, 3 Witch Enchanter, 2 Ephemerate, 4 Solitude, 4 Frog, no Flickerwisp), sideboard changed. Proposed rule: Drop Flickerwisp from the Blink signature: moves exactly 9 (8 store, 1 paper), 0 members out.","angle 1 verifier: Mainboard card for card 21446 (verified), sideboard differs; no Flickerwisp; core overlap 0.88."
blink,Esper Blink,melee:0476b377-10a0-4755-b75f-b4bc0039b6f1,melee,2026-09-05,Spotlight Dallas,CruzH,esper,false-negative,high,post,pass2,keep,"out: the four creatures together are the deck, not a signal from one","angle 1: Registered by the pilot as Esper Blink (4-4, 451st): 4 Phelia, 3 Overlord, 1 Witch Enchanter, 3 Ephemerate, 4 Solitude, 4 Frog, 4 Riddler, 3 Ketramose, 4 Relic, no Flickerwisp. Proposed rule: Drop Flickerwisp from the Blink signature: moves exactly 9 (8 store, 1 paper), 0 members out. Also raised by angle 5: Registered Esper Blink, 4-4-0, 451st. Three of the four signature creatures (4 Phelia, 3 Overlord of the Balemurk, 1 Witch Enchanter) with 4 Solitude, 3 Ephemerate, 4 Frog, 4 Riddler, 4 Relic, 3 Ketramose, on Esper sources with 1 Watery Grave; 0.79 overlap with the MTGO Blink core (19 of 24). No Flickerwisp, which every member holds by construction (3 copies in 439 of 600, 2 in 135, 1 in 16, 4 in 10). Nine store lists share the shape (Phelia, Overlord and Enchanter, no Flickerwisp, on colour, no excluded card): Xcuchep 21446 and 22712 and DB_cntrlfreak_ttv 8186 are Esper Blink lists that cut the card (4 Phelia, 4 Overlord, 2-3 Enchanter, 4 Solitude, 2-3 Ephemerate, Frog, Riddler), Svendkj2 17181 is the Orzhov Ketramose deck (4 Ketramose, Troll), ador 9004 is Goryo's by order, and St1ffler 7322, RealGangStar 9654, Zuin 10969, JJ 17165 were not read. Ketramose is in 30 of 600 members, so the 3 Ketramose here is not itself alien; the case rests on one cut creature. The three other Esper Blink registrations without Flickerwisp (LucaSudbury at Brisbane, Bcook58024 and TheCardWizards at Dallas) also lack Overlord and are the Ketramose deck, not this case. Proposed rule: Drop Flickerwisp from the Blink signature (Phelia, Overlord, Witch Enchanter). Measured: moves 9 store lists (8 into Blink, ador's 9004 stays Goryo's on order) and 1 paper list in, 0 out. Low: CONTEXT says the four are required together, and at least one of the nine (Svendkj2 17181) is the Ketramose deck.","angle 1 verifier: Re-read: registered Esper Blink, 4-4-0, 451st; 4 Phelia, 3 Overlord, 1 Witch Enchanter, 3 Ephemerate, 4 Solitude, 4 Frog, 4 Riddler, 3 Ketramose, 4 Relic, no Flickerwisp; 8 blink creatures; core overlap 0.79. Pilot-named and the engine is intact."
blink,Esper Blink,modern-league-2026-09-0810983#Galanator,mtgo,2026-09-08,Modern League,Galanator,esper,false-negative,medium,post,pass2,keep,"out: the four creatures together are the deck, not a signal from one","angle 1: 4 Phelia, 4 Overlord, 1 Flickerwisp, 3 Ephemerate, 4 Solitude, 4 Frog, 4 Riddler, 4 Subtlety, 3 Hydroelectric Specimen, no Witch Enchanter; core overlap 0.75, an Esper Blink that cut the Enchanter for Subtlety. Proposed rule: Drop Witch Enchanter from the Blink signature: moves exactly 1 (23020), 0 members out.","angle 1 verifier: Re-read: 4 Phelia, 4 Overlord, 1 Flickerwisp, 3 Ephemerate, 4 Solitude, 4 Frog, 4 Riddler, 4 Subtlety, 3 Hydroelectric Specimen, no Witch Enchanter; 9 blink creatures plus Subtlety as a further blink target (Subtlety in 1 of 518 members, Specimen in 0). Core overlap 0.75 reproduced. Dropping Witch Enchanter moves exactly 1 (23020), 0 out, as measured."
blink,Esper Blink,modern-challenge-64-2026-08-0812851142#RealGangStar,mtgo,2026-08-08,Modern Challenge 64,RealGangStar,esper,false-negative,low,post,pass2,drop,"out: the four creatures together are the deck, not a signal from one","angle 1: 3 Phelia, 2 Overlord, 1 Witch Enchanter, 3 Ephemerate, 4 Solitude, 3 Frog, 4 Riddler, 2 Ketramose, 3 No More Lies, 3 March of Otherworldly Light, no Flickerwisp; core overlap 0.88 but the blink creatures are trimmed to 6, closer to Esper midrange on blink pieces. Proposed rule: Drop Flickerwisp from the Blink signature: moves exactly 9 (8 store, 1 paper), 0 members out; this is the weakest of the nine.","angle 1 verifier: Re-read: 3 Phelia, 2 Overlord, 1 Witch Enchanter, no Flickerwisp, 6 blink creatures against a member minimum of 11 (9 members at 11, the other 509 at 12 to 16) and CruzH's pilot-named Esper Blink at 8; beside them 4 Riddler, 3 Frog, 3 No More Lies, 3 March of Otherworldly Light, 3 Prismatic Ending, 2 Ketramose. The blink half is trimmed below anything in the population and the list reads as Esper Frog midrange with a blink splash. The 0.88 overlap is the shared Esper staples and manabase. Note the finder's drop-Flickerwisp rule admits it anyway."
blink,Esper Blink,modern-challenge-16-2026-09-0512853780#UomoComune26490,mtgo,2026-09-05,Modern Challenge 16,UomoComune26490,,collateral,low,post,pass2,drop,"out: hybrid, the Vial taxes package displaces the interaction suite","angle 2: The only list of the 58 whose old deck's engine is intact when the excluded card is set aside: 4 Phelia, 3 Flickerwisp, 4 Overlord of the Balemurk, 4 Witch Enchanter, 3 Ephemerate, 4 Solitude, 3 Quantum Riddler, 1 Teferi, 1 Watery Grave, 0.79 of the 24-card Blink core. Pass one ruled it a Vial taxes hybrid (verdict exclude, the Tidehollow Sculler exclusion) and the ruling is defensible: Sculler at 4 sits beside 4 Aether Vial, 2 Spell Queller, Skyclave Apparition, Wasteland Strangler, Charming Prince, Ulamog's Nullifier and Accursed Marauder, a 14-card package in place of Thoughtseize, Fatal Push and Emperor of Bones (Thoughtseize and Riddler are in 488 of 491 Esper members, Push in 484; Queller, Skyclave, Strangler and Prince are in 0 of 491), and it is the only Esper list on Vial (the other 10 Vial lists on the four are all Orzhov, Watery Grave 0). Tidehollow Sculler is in 2 store mainboards and 0 paper ones all regime, so the exclusion cannot move a clean member silently. The pilot's only other list, 3720 of 23 May, is stock Esper Blink. Raised at low confidence because Sculler is a blink target and the reading turns on whether a taxes package on the intact Ephemerate engine is a version or a hybrid; the pass-one policy says hybrid, out for now. Proposed rule: If the team reads it as a version: remove 'Tidehollow Sculler' from TRACKED_DECKS['blink']['excluded']. Measured: moves exactly 1 store list (177, back into Blink esper) and 0 paper lists. Otherwise the current rule stands as written.","angle 2 verifier: Every fact reproduces: 177 (UomoComune26490, Modern Challenge 16, 2026-09-05, 3-3) holds 4 Phelia, 3 Flickerwisp, 4 Overlord of the Balemurk, 4 Witch Enchanter, 4 Solitude, 3 Ephemerate, 3 Quantum Riddler, 1 Teferi, 1 Watery Grave, overlap 0.792 of the 24-card Blink core (missing Emperor of Bones, Fatal Push, Prismatic Ending, Thoughtseize, Undercity Sewers); Thoughtseize and Riddler are in 488 of 491 Esper members, Push in 484, Emperor in 486; Spell Queller, Skyclave Apparition, Wasteland Strangler, Charming Prince, Ulamog's Nullifier, Accursed Marauder and Tidehollow Sculler are each in 0 of 491; 11 store lists carry Vial on the four (7 Orzhov members, 3 unclassified on off-colour lands, 177 the only one on Watery Grave); Sculler is in 2 store mainboards (177 at 4, 21174 at 1 inside a Birthing Ritual list already out on Overgrown Tomb) and 0 paper; the pilot's only other list 3720 is stock Esper Blink; removing Sculler from excluded moves exactly 177 and 0 paper lists. The candidate fails on the collateral test itself, which is whether the excluded card sits beside an intact engine as a flex slot. It does not: 4 Sculler heads a 14-card package (4 Aether Vial, 2 Spell Queller, 1 each Skyclave, Strangler, Prince, Nullifier, Marauder) that displaces the deck's entire interaction suite (Thoughtseize 4 to the sideboard, Push, Emperor and Ending gone). The ruled-in comparator, the Orzhov Vial version (7 lists, core Aether Vial, Recruiter of the Guard, White Orchid Phantom, Orcish Bowmasters, Fatal Push, Emperor of Bones), keeps the interaction and carries none of the taxes creatures; 177 holds none of Recruiter, Phantom or Bowmasters and overlaps that core at 0.737, so it is not the Vial version with a blue splash either. No Vial taxes population exists in the store to name it a different deck by count (177 is the only list with Vial and two or more of those creatures; Queller, Strangler, Prince and Nullifier each appear in this one mainboard), which is exactly the hybrid case pass one put out for now, both passes agreeing, and the pass-one csv row for 177 records that ruling. The rule cannot throw out anything silently (Sculler in 2 store lists, 0 paper), so no collateral risk remains. The proposed reversal is conditional on a policy change, not on a measurement the finder got wrong; as a collateral candidate it does not survive."
oswald,UW Oswald,melee:c4d78254-e3c3-4b04-a149-b4bc00121642,melee,2026-09-05,Spotlight Dallas,IainB7,,false-negative,low,post,pass2,drop,"in: the deck becomes Grinding Station, on Station, Emry and Cam with Oswald or Loki","angle 5: Registered Mono-Blue Loki, 11-4-0, 28th of 928, a top-32 finish at Dallas where the deck has 2 members. The Oswald shell without Oswald or a white source: 3 Grinding Station, 3 Loki, 4 Emry, 4 Tamiyo, 4 Sewer-veillance Cam, 4 Urza's Saga, 4 Mox Opal, 4 Mox Amber, 4 Metallic Rebuke, 4 Mishra's Bauble, 1 Skateboard, plus 4 Key to the Side-Door; 0.71 overlap with the MTGO Oswald core (12 of 17, the missing five being Oswald and the white cards). Loki sits in 50 of the 61 Oswald members, so this is the members' deck minus its white card, and it is a population on MTGO: 29 store lists hold Station, Loki and Emry with no Oswald (Alakai 8, CesarMerjan 4, NathanOfTheGiltLeaf 4, howa 3, Kollslaw 2, GinkoHS 2, and others), 24 of them with no white source at all; 4 paper lists share the shape (Jezza's Brisbane Mono-Blue Affinity, Avt's Izzet Loki and nogwig's Simic Loki at Dallas, and this one). Out by design: the report is UW Oswald and Oswald is the white card. Raised because the neighbour is half the size of the tracked deck and outperformed it here. Proposed rule: If the pilot wants the Loki deck rather than the Oswald card: signature Grinding Station plus Loki, God of Mischief. Measured: moves 29 store and 4 paper lists in and drops the 11 store Oswald members without Loki. Otherwise no change.","angle 5 verifier: The facts reproduce: 3 Station, 3 Loki, 4 Emry, 4 Tamiyo, 4 Cam, 4 Saga, 4 Opal, 4 Amber, 4 Rebuke, 4 Bauble, 4 Key to the Side-Door, 1 Skateboard, 12 of 17 core cards (0.71); Oswald is in neither board and there is no white source; Loki sits in 43 of the 54 store members; 29 store lists and 4 paper lists hold Station, Loki and Emry without Oswald (27 of the store ones with no white source by my land set); Station plus Loki would move 29 store and 4 paper in and 11 store members out. But it is not a false negative. CONTEXT and HEURISTICS define the deck as Oswald Fiddlebender with Grinding Station, Oswald being the card that names it, and this list does not hold the deck's own engine anywhere in its 75; it is the neighbour build the way the Tezzeret and Krang build is, and the finder concedes it is out by design. The proposed rule renames the tracked deck rather than fixing a miss. Worth a line to the pilot that the Mono-Blue Loki neighbour (29 store, 4 paper) placed 28th at Dallas where the two Oswald members went 4-5 and 2-4, but that is a new-deck question, not a membership one."
zoo,Domain Zoo,modern-league-2026-06-0810628#Argentorum,mtgo,2026-06-08,Modern League,Argentorum,frog,false-negative,low,post,pass2,drop,"in: the Frog version of Domain Zoo, Kavu-less on Scion, Guildpact and Frog","angle 1: 4 Scion, 4 Binding, 4 Guildpact, 4 Ragavan, 4 Frog, 4 Riddler, 3 Kroxa, 3 Prismatic Ending, no Kavu. Proposed rule: No clean rule (see 20360): Scion plus Guildpact plus Ragavan moves 3 in, 3 clean members out. Left for a ruling.","angle 1 verifier: Re-read: 4 Scion, 4 Binding, 4 Guildpact, 4 Ragavan, 4 Frog, 4 Riddler, 3 Force, 3 Kroxa, 3 Prismatic Ending, 4 Consign, no Kavu, no Bolt, no Stubborn Denial; core overlap 0.53. Same Kavu-less Frog control shell as 20360; same reasoning and the same rule that moves 3 members out."
zoo,Domain Zoo,melee:f07a2114-3b41-4997-bb9d-b485016a6487,melee,2026-07-17,Pro Tour Amsterdam,izzetrycal,frog,false-negative,low,post,pass2,drop,"in: the Frog version of Domain Zoo, Kavu-less on Scion, Guildpact and Frog","angle 1: 320th at the Pro Tour: 4 Scion, 4 Binding, 4 Guildpact, 4 Ragavan, 4 Frog with no Kavu. Proposed rule: No clean rule (see 20360): Scion plus Guildpact plus Ragavan moves 3 in, 3 clean members out. Left for a ruling. Also raised by angle 5: Registered Domain Zoo, 1-4-0, 320th. The Frog-camp Zoo shell without Territorial Kavu: 4 Scion of Draco, 4 Leyline of the Guildpact, 4 Leyline Binding, 4 Ragavan, 4 Frog, 4 Riddler, 4 Thoughtseize, 3 Fatal Push, 3 Consign, 2 Phelia, 2 Preordain; 0.69 overlap with the MTGO Frog-camp core (9 of 13) and 0.59 with the pooled core. Kavu is at 4 in 360 of the 361 members and at 2 in the other, so the rule reads it as the deck's card, and the wider Scion-plus-Guildpact-without-Kavu shape is 30 store lists that are mostly the Shardless Agent domain cascade deck (Mtyrant's build, Agent in 24 of the 30). The narrow shape, Scion, Guildpact and Ragavan without Kavu, is 2 store lists (Argentorum 17681, a 5-0 with Kroxa and Prismatic Ending over the Frog shell; Jselzo 20360) and this one. Proposed rule: Signature Scion of Draco, Leyline of the Guildpact and Ragavan, Nimble Pilferer with Kavu dropped. Measured: moves 2 store and 1 paper list in; would drop the clean members without Ragavan (pass one counted 2, gabaghoul 14429 and Angrenos 22847). Low: one 1-4 list and a Kavu-less Zoo is at odds with the rule's own wording.","angle 1 verifier: Re-read: 320th, 1-4-0, registered Domain Zoo; 4 Scion, 4 Binding, 4 Guildpact, 4 Ragavan, 4 Frog, 4 Riddler, 4 Thoughtseize, 3 Push, 2 Phelia, 3 Consign, no Kavu, no Bolt, no Stubborn Denial, no Force; core overlap 0.59. The pilot's name is the only evidence for Zoo; the 60 is the Kavu-less five-colour Frog shell with a black suite. Same standing as 20360, and the rule moves 3 members out."
